student_id,name,gender,age,study_hours,previous_score,attendance_percentage,parent_education_level,parent_income,internet_access_at_home,sleep_hours,extracurricular_activities,tuition_classes,library_access,transport_facility,midterm_score,assignment_score,quiz_score,project_score,final_score,grade
S0422,Emma Anderson,Female,16,2.9,59,84,Bachelor's,59675,Yes,7,Yes,Yes,Yes,No,42,46,54,49,47.4,F
S0423,Christian Turner,Female,17,4.1,68,67,Master's,98009,Yes,7,No,No,Yes,Yes,46,50,39,53,48.6,F
S0424,Victoria Turner,Female,17,3.0,84,68,High School,36748,Yes,7,Yes,Yes,Yes,No,49,60,50,67,58.6,D
S0425,Savannah Carter,Female,18,4.6,68,97,Bachelor's,61103,Yes,7,No,Yes,No,Yes,61,62,52,62,60.2,C
S0426,Emily Green,Female,17,3.5,58,96,High School,47857,Yes,9,No,Yes,No,No,47,46,46,48,47.1,F
S0427,Alexander King,Male,17,4.9,98,57,High School,49627,Yes,6,Yes,Yes,Yes,Yes,69,80,73,64,69.8,C
S0428,Victoria Turner,Male,18,7.1,57,68,Bachelor's,84054,Yes,7,Yes,Yes,No,Yes,68,50,59,62,60.6,C
S0429,Ryan Hall,Female,15,4.9,98,93,High School,48565,Yes,6,No,No,Yes,Yes,64,70,72,72,69.6,C
S0430,Alexander Green,Male,17,4.5,71,82,High School,49480,Yes,6,Yes,Yes,Yes,No,54,64,57,54,56.4,D
S0431,Zoe Thompson,Female,18,5.6,74,89,Bachelor's,78030,Yes,7,Yes,Yes,Yes,Yes,66,65,61,58,61.8,C
S0432,James Scott,Male,17,4.0,67,81,Bachelor's,82832,Yes,7,Yes,Yes,Yes,No,52,51,59,47,50.9,D
S0433,Sophia Wilson,Male,17,6.3,84,89,High School,41348,Yes,7,No,Yes,No,Yes,82,64,63,78,74.0,B
S0434,Daniel Wilson,Male,19,5.7,58,82,High School,39782,Yes,7,Yes,No,Yes,No,61,45,44,58,54.0,D
S0435,Daniel Clark,Male,18,5.1,53,78,High School,35882,Yes,6,No,Yes,Yes,No,64,52,48,58,56.8,D
S0436,Elizabeth Jones,Female,17,5.2,94,93,High School,52366,Yes,7,Yes,Yes,No,No,72,72,69,75,72.8,B
S0437,Victoria Garcia,Female,17,8.1,65,84,Bachelor's,83557,Yes,9,No,Yes,No,Yes,68,64,68,71,68.4,C
S0438,Emma Taylor,Female,17,6.4,84,89,Bachelor's,60798,Yes,9,Yes,No,Yes,Yes,78,74,66,63,69.4,C
S0439,Samuel Edwards,Female,17,8.3,62,84,Bachelor's,64627,Yes,7,No,Yes,Yes,Yes,62,62,73,58,62.0,C
S0440,Brooklyn Anderson,Male,17,5.8,84,77,Bachelor's,63415,Yes,7,Yes,Yes,Yes,Yes,62,69,71,66,66.4,C
S0441,Nathan Walker,Female,17,2.8,95,98,Master's,97466,Yes,9,No,Yes,Yes,No,66,73,70,67,68.4,C
S0442,Charlotte Baker,Female,17,4.6,69,86,Master's,97720,Yes,5,No,Yes,No,No,56,50,60,58,56.2,D
S0443,Lucas Martin,Female,17,2.4,52,78,Master's,91559,No,8,Yes,Yes,No,No,42,53,41,46,45.7,F
S0444,Ava Williams,Male,18,5.8,95,95,Master's,104158,No,9,Yes,No,Yes,Yes,77,71,80,80,77.4,B
S0445,Sarah Williams,Female,18,6.1,86,69,Bachelor's,77057,Yes,6,Yes,No,Yes,No,70,65,63,63,65.2,C
S0446,Charles Brown,Female,16,3.7,69,100,Master's,96706,Yes,6,Yes,No,Yes,Yes,59,57,66,52,56.8,D
S0447,Samantha Brown,Female,17,4.0,72,80,Bachelor's,72737,Yes,9,No,Yes,No,No,59,54,63,59,58.6,D
S0448,Andrew Scott,Female,17,5.2,62,69,High School,42070,Yes,7,Yes,Yes,Yes,Yes,55,58,60,55,56.4,D
S0449,Samantha Cook,Male,17,3.2,92,100,High School,50238,No,5,Yes,Yes,Yes,Yes,65,65,63,66,65.1,C
S0450,Matthew Lewis,Female,18,3.1,69,77,Bachelor's,63134,Yes,7,No,No,Yes,Yes,58,45,54,47,50.4,D
S0451,James White,Female,16,6.9,58,84,PhD,110924,Yes,7,Yes,No,Yes,No,65,66,66,60,63.4,C
S0452,Chloe Evans,Male,17,5.2,78,89,Bachelor's,73554,Yes,8,Yes,No,Yes,No,67,56,52,65,61.8,C
S0453,Madison Lewis,Female,16,4.2,65,94,Master's,111478,No,8,Yes,Yes,Yes,Yes,62,52,56,56,56.7,D
S0454,Olivia Smith,Female,16,2.5,63,85,Bachelor's,60506,Yes,9,No,Yes,No,Yes,40,55,49,42,45.2,F
S0455,James Parker,Male,17,6.3,70,76,Bachelor's,68650,Yes,7,No,Yes,No,Yes,66,67,70,54,62.0,C
S0456,Isabella Allen,Male,17,4.0,76,84,High School,32395,Yes,7,No,No,No,No,63,57,58,56,58.2,D
S0457,Audrey Carter,Male,19,7.8,58,78,High School,54604,Yes,7,Yes,No,Yes,Yes,60,70,65,61,63.2,C
S0458,Gabriel Moore,Male,17,6.3,92,84,Master's,100310,Yes,7,No,No,Yes,No,71,71,70,78,73.6,B
S0459,Grace Stewart,Male,17,3.8,83,98,Bachelor's,63226,Yes,6,Yes,Yes,Yes,No,65,62,63,65,64.1,C
S0460,Andrew Lee,Female,17,3.9,71,90,Bachelor's,66781,No,9,Yes,Yes,Yes,No,57,56,71,64,61.7,C
S0461,Grace Morris,Male,16,7.6,64,84,Master's,90515,No,8,Yes,No,No,Yes,61,68,59,66,64.1,C
S0462,Madison Morris,Male,19,4.9,74,89,High School,49054,No,7,Yes,No,Yes,No,59,59,71,55,59.2,D
S0463,Natalie Edwards,Female,17,4.2,86,90,PhD,146133,Yes,7,Yes,Yes,Yes,No,70,66,62,64,65.6,C
S0464,Brooklyn Thompson,Female,18,5.0,84,71,Bachelor's,71972,Yes,6,Yes,Yes,No,Yes,65,60,62,61,62.0,C
S0465,Grace Perez,Male,16,4.2,88,82,Bachelor's,66410,Yes,7,Yes,Yes,No,No,66,65,67,70,67.6,C
S0466,John Rodriguez,Male,17,5.4,69,100,Bachelor's,74522,Yes,8,Yes,Yes,Yes,No,61,62,65,62,62.2,C
S0467,Gabriel Mitchell,Male,17,4.9,40,94,High School,39095,Yes,7,No,Yes,Yes,Yes,48,50,45,47,47.6,F
S0468,Alexander Morris,Female,18,6.3,90,77,High School,53047,Yes,9,Yes,No,Yes,Yes,66,78,68,75,72.3,B
S0469,Madison Moore,Male,15,4.4,73,76,Bachelor's,75470,Yes,7,No,Yes,Yes,Yes,53,62,61,70,62.8,C
S0470,Grace Wright,Female,17,3.7,83,76,Master's,93531,Yes,7,Yes,Yes,Yes,No,72,60,70,62,65.3,C
S0471,Joseph Moore,Female,19,4.5,95,91,Master's,107403,Yes,8,No,Yes,Yes,Yes,74,63,70,76,72.0,B
S0472,Elizabeth Johnson,Male,17,4.5,98,98,High School,39906,Yes,6,Yes,No,No,No,72,76,67,64,68.8,C
S0473,Dylan Allen,Female,17,4.9,67,88,Bachelor's,84268,Yes,7,Yes,No,Yes,No,53,63,51,68,60.7,C
S0474,Amelia Martinez,Female,16,6.0,77,84,High School,46940,Yes,7,Yes,Yes,Yes,No,73,64,63,62,65.3,C
S0475,Michael Morris,Male,19,5.9,91,78,High School,54406,Yes,7,No,No,Yes,Yes,68,73,69,56,64.4,C
S0476,Joseph Sanchez,Female,15,6.8,65,85,Master's,96279,Yes,8,No,No,Yes,No,65,54,73,67,64.8,C
S0477,Samuel Morris,Female,18,3.8,68,74,Bachelor's,60452,Yes,7,Yes,Yes,No,Yes,56,59,49,56,55.6,D
S0478,Dylan White,Female,18,5.6,68,63,High School,49951,Yes,8,Yes,Yes,Yes,Yes,52,60,59,64,59.4,D
S0479,Hannah Mitchell,Female,16,6.1,75,98,High School,50283,Yes,7,No,No,Yes,No,60,68,72,72,68.2,C
S0480,Alexander Young,Female,18,4.0,72,72,PhD,166652,Yes,7,No,No,Yes,Yes,62,55,67,53,57.8,D
S0481,Jonathan Wright,Female,16,4.7,68,79,High School,47400,Yes,8,Yes,No,No,No,53,60,58,66,60.4,C
S0482,Mia Phillips,Female,17,2.4,63,89,Bachelor's,61470,Yes,6,Yes,No,Yes,Yes,47,56,53,48,50.1,D
S0483,Daniel Phillips,Female,18,6.4,85,96,Bachelor's,57062,Yes,6,Yes,No,No,Yes,75,76,70,70,72.4,B
S0484,Madison Allen,Female,18,4.7,91,85,High School,39030,Yes,7,No,Yes,Yes,Yes,65,72,72,75,71.4,B
S0485,Leah Young,Female,17,6.2,93,70,High School,50705,Yes,7,Yes,Yes,Yes,No,65,73,67,72,69.7,C
S0486,Daniel Taylor,Male,17,5.3,69,79,Bachelor's,74880,Yes,5,No,Yes,Yes,No,56,58,56,58,57.2,D
S0487,Abigail Young,Male,16,4.7,85,75,Master's,119581,Yes,7,Yes,Yes,No,No,67,72,66,66,67.4,C
S0488,Sophia Wilson,Male,16,2.6,78,82,Bachelor's,66671,No,7,Yes,No,No,Yes,53,55,65,59,57.6,D
S0489,Michael Parker,Male,16,2.9,68,94,Bachelor's,77640,Yes,7,Yes,No,Yes,Yes,50,51,50,56,52.6,D
S0490,Dylan White,Male,16,1.1,84,57,PhD,124308,Yes,9,No,No,Yes,No,61,46,55,49,52.3,D
S0491,Nathan Perez,Female,17,4.2,68,78,Master's,111027,Yes,7,No,Yes,Yes,Yes,43,55,54,61,54.2,D
S0492,Nathan Robinson,Male,17,8.4,70,77,Bachelor's,57313,Yes,8,Yes,No,Yes,Yes,62,67,75,70,68.2,C
S0493,Victoria Morris,Female,17,3.1,58,69,Bachelor's,64706,Yes,6,No,Yes,Yes,No,52,48,44,45,47.2,F
S0494,Ava Campbell,Male,16,1.1,69,88,Bachelor's,72615,Yes,7,Yes,Yes,No,Yes,52,48,42,52,49.7,F
S0495,Gabriel Collins,Female,17,6.4,78,68,Master's,94837,Yes,8,Yes,No,No,No,62,60,65,70,65.2,C
S0496,Matthew Evans,Female,18,8.5,94,69,Bachelor's,60831,Yes,7,Yes,No,Yes,No,66,74,75,78,73.8,B
S0497,Brandon Roberts,Male,17,5.4,71,91,Bachelor's,74383,Yes,8,Yes,No,Yes,Yes,64,58,69,60,62.0,C
S0498,Olivia Allen,Female,19,5.4,63,97,High School,49824,Yes,7,Yes,Yes,No,Yes,67,67,57,62,63.5,C
S0499,Victoria Stewart,Male,18,4.5,93,81,Bachelor's,59056,Yes,6,No,Yes,No,Yes,71,75,58,63,66.6,C
S0500,Olivia Roberts,Female,16,2.3,69,70,Bachelor's,55305,Yes,7,Yes,Yes,Yes,No,50,46,52,53,50.7,D
